IDENTIFIER,GSM1338298,GSM1338302,GSM1338306,GSM1338297,GSM1338301,GSM1338305,GSM1338296,GSM1338300,GSM1338304,GSM1338295,GSM1338299,GSM1338303,label
ST5,121.92632,123.1587,114.28418,132.2784,136.5876,139.4475,111.18494,112.18324,109.2252,117.79612,118.63968,113.749,FALSE
PRRX1,599.2385,603.4145,624.306,865.3705,825.5055,573.5705,105.3325,107.119,102.2211,103.0327,104.8097,104.0995,FALSE
PLXNA1,174.449,197.602,168.865,151.466,157.22,166.905,190.792,175.464,174.236,191.54,204.299,173.724,FALSE
EEA1,143.077,114.744,139.195,153.047,148.414,148.938,128.129,130.141,121.179,152.837,147.99,130.013,FALSE
KCNK17,104.156,98.0837,98.3219,126.391,116.009,92.8132,98.5505,109.741,104.38,102.184,103.526,105.707,FALSE
OR51S1,97.4377,103.205,106.311,100.833,112.13,101.343,94.704,106.237,100.21,98.517,94.3006,95.9423,FALSE
ARID3A,244.663,221.031,232.894,239.638,248.152,244.738,202.644,219.151,215.108,145.82,155.244,147.537,FALSE
TFF2,104.479,95.8719,103.455,100.04,97.2813,94.9001,108.549,93.3995,109.772,101.491,87.9824,100.876,FALSE
RAB37,101.8659,102.84772,99.47564,97.198,98.45712,97.82792,102.8128,101.12796,99.3351,101.5986,100.1811,100.84128,FALSE
MCM7,1644.218667,1635.97,1544.030333,1541.217667,1668.379667,1592.837667,1795.465667,1971.417333,1734.022333,1646.508333,1653.544667,1484.7164,FALSE
SLC22A13,93.6433,106.417,92.075,97.0559,99.8811,93.9878,93.225,88.6846,99.1691,92.5313,98.4777,98.5663,FALSE
SULT1E1,106.659,97.2021,103.095,122.611,102.927,93.1408,126,123.741,125.988,116.152,122.866,156.961,FALSE
IMP3,2191.38,1701.62,1993.78,1997.62,2034.28,2212.85,1942.76,1837.45,2291.56,2251.51,2565.47,2481.52,FALSE
SLC35D1,115.661,103.254,106.448,107.686,100.38,101.315,103.793,99.5309,111.742,124.17,102.531,100.92,FALSE
GPS2,332.675,342.117,357.442,402.462,395.536,464.386,219.568,254.287,208.868,241.653,274.251,227.92,FALSE
ACTN3,100.377,99.4987,91.8152,98.1277,96.6293,103.553,107.569,101.385,102.314,105.197,104.039,109.368,TRUE
WNT7B,96.40665,100.3164,95.6581,95.3286,99.19125,94.3789,190.4345,210.192,182.7555,188.136,193.2115,162.321,FALSE
PON2,3797.95,3705.69,3883.015,4793.685,4409.065,4539.545,1461.661,1301.1575,1467.16,1468.03,1472.02,1539.96,FALSE
CLDN14,180.9228667,162.7692333,183.2493333,179.3427667,184.3185667,184.793,165.9916667,156.4478667,173.767,168.9925333,169.7030333,199.033,FALSE
GK5,276.449,233.343,251.435,269.465,276.887,261.318,422.032,341.426,319.3,537.325,589.448,477.536,FALSE
PIGC,419.1945,364.721,457.8955,427.186,437.0805,430.4315,463.3285,463.205,435.4765,447.2895,440.274,398.06,FALSE
AP1S1,1165.9,1038.61,819.956,726.376,796.964,749.367,792.023,749.19,574.792,912.957,640.514,485.618,FALSE
VDAC3,6836.09,6385.58,6565.52,7159.85,7530.08,7698.4,2777.8,2810.33,2764.1,3802.67,4234.19,4114.87,FALSE
ASMT,90.8117,110.348,95.9515,92.1007,91.8791,91.1714,94.747,88.8688,90.9321,94.3375,94.6779,86.3332,FALSE
DBNL,682.602,539.0965,709.559,1285.5945,1257.2965,1280.554,869.404,922.9465,1082.7465,1270.144,1275.3015,1131.4385,FALSE
ISY1,375.018,415.4741,365.1282,348.9299667,331.7793333,296.6755,402.2846667,519.2613333,409.1023333,395.652,382.7973333,342.8176667,FALSE
B4GALT3,1234.43,1055.21,1133.63,756.362,665.21,661.071,923.12,974.081,885.016,607.547,542.223,581.234,FALSE
APP,1333.355333,1162.314333,1188.289,1172.895333,1135.175667,1050.493667,1025.795667,968.287,674.3546667,1277.601333,997.6613333,831.657,TRUE
SARS2,405.299,442.201,445.361,445.06,445.986,505.7,705.038,690.476,665.889,617.125,776.994,726.507,FALSE
WDR45,129.4663333,133.293,134.3805333,138.2043333,144.6496667,139.6683333,118.3966667,123.6293333,112.9746667,118.7637667,124.5906667,130.711,FALSE
ZBTB7A,149.231,144.297,186.727,165.742,147.196,154.657,163.47,144.599,131.732,155.651,163.738,172.49,FALSE
SPHKAP,99.6467,94.4588,106.295,98.037,102.796,114.713,96.3586,96.3541,92.2877,98.9559,92.5296,93.0808,FALSE
CACNA1S,128.253,109.784,118.583,118.583,129.578,130.692,128.293,120.761,116.951,123.401,128.596,121.541,FALSE
HMBOX1,245.172,314.551,246.463,264.4,236.169,242.82,159.227,183.45,147.559,148.443,157.499,167.383,FALSE
RPA2,2117.11,2291.56,2698.01,1913.9,1837.94,2072.61,1948.17,1815.79,1630.51,1272.87,1297.5,1785.44,FALSE
NAP1L1,775.744,1058.047333,852.005,738.3916667,725.8773333,893.4933333,917.9603333,922.9043333,922.7996667,675.41,624.1973333,647.3466667,FALSE
CC2D1A,111.576,128.312,127.494,138.303,131.235,125.924,143.504,123.167,148.861,142.224,144.297,153.217,FALSE
ATP5F1,4580.745,4654.895,4502.285,3977.755,4163.435,4384.67,5451.315,5470.185,5593.315,4797.83,5127.555,5526.02,FALSE
SYCP3,106.915,103.2565,104.1985,102.3525,104.526,104.2185,100.452,105.574,106.5715,104.6535,105.495,106.6765,FALSE
TAL2,104.845,96.026,96.7028,101.905,100.92,111.635,106.33,101.823,101.166,98.3878,92.6264,96.0805,FALSE
ZZZ3,1127.73,1317.435,1185.5905,820.713,975.4135,969.918,1640.51,1638.615,1803.21,1505.105,1383.125,1463.055,FALSE
CSTF3,1258.414,1072.646,1241.3245,761.9685,806.668,760.49475,3377.976,2949.23875,2626.64425,2007.70725,1978.6995,2077.3825,FALSE
FLII,208.212,227.961,229.407,233.462,252.508,284.209,281.969,322.638,260.394,271.155,304.359,250.766,FALSE
RNF165,124.383,112.771,123.261,128.935,134.395,113.921,322.478,264.827,254.165,262.896,259.602,224.121,FALSE
MSX1,587.965,414.043,692.284,461.733,446.172,500.163,107.776,110.637,110.667,114.165,115.771,96.6325,TRUE
GP5,89.9422,103.413,109.822,104.715,100.554,90.3636,95.07,99.4406,98.3194,103.177,101.024,90.839,FALSE
ATP6V1H,437.6165,490.6045,450.105,626.5505,604.0275,662.9385,188.31,207.8885,215.6635,265.668,308.2015,266.5335,FALSE
PYDC1,94.2921,101.345,99.8956,102.272,93.0398,97.7986,98.8737,109.037,105.91,108.065,93.3752,92.3439,FALSE
BTBD18,104.295,106.249,101.054,102.077,104.214,100.129,96.8127,106.166,103.214,108.736,100.937,104.26,FALSE
DEFB109P1,91.3905,105.152,99.847,93.6786,96.6737,92.5766,94.9456,95.7048,95.3384,93.6131,90.4722,105.207,FALSE
RNF145,978.822,993.824,876.751,1048.62,1099.9,881.405,642.167,404.303,695.294,676.973,763.29,790.603,FALSE
USP46,158.366,156.389,142.088,138.1815,126.9175,134.1005,180.3715,207.097,181.3255,158.138,148.8305,144.3745,FALSE
CAPRIN2,156.322,150.919,145.425,204.9565,217.514,227.6635,109.724,122.5935,108.0156,118.2225,115.98,105.7575,FALSE
PADI1,97.9713,105.143,98.8114,104.067,98.1981,101.91,116.021,105.265,101.297,118.293,103.12,103.967,FALSE
P2RY4,110.979,102.996,96.1265,103.102,108.065,108.019,105.078,99.2364,100.837,98.1189,101.49,105.473,FALSE
PLGRKT,1977.96,2184.2,1966.12,1877.18,1615.71,1492.53,575.075,585.896,543.628,727.826,682.159,705.692,FALSE
PKD2L1,94.9609,105.295,92.8486,95.35,96.1199,87.3766,90.0678,92.6977,111.607,93.0326,93.4122,94.7886,FALSE
COX6B1,4987.52,5005.18,5470.92,5277.65,5064.41,5335.32,6216.85,6227.56,5788.69,6702.49,7175.96,5725.94,FALSE
ITGB1,4175.617525,4444.254625,3859.654925,4600.93615,4563.19845,4438.2613,1150.56235,1184.239925,1303.26565,1396.733925,1332.1407,1332.00795,TRUE
TSEN2,1140.81,1111.85,1230.35,884.741,1016.31,980.524,300.36,255.858,322.094,240.097,247.584,282.507,FALSE
PDCD10,625.338,583.192,698.8095,539.83075,531.04125,558.251,902.925,937.58225,1145.77075,880.75,917.31725,1076.5115,TRUE
GRIK4,90.2578,91.8211,90.7168,98.0697,100.678,92.2114,93.9441,92.7769,100.422,103.923,93.5348,94.9823,FALSE
ZNF645,92.5865,99.4609,92.5697,93.0945,107.89,100.216,94.7368,95.7578,97.9168,102.326,90.7951,91.6619,FALSE
GDPD5,98.8966,115.006,104.843,104.691,109.832,102.265,115.841,107.435,106.985,154.714,169.725,166.905,FALSE
MYBL1,2078.5,2150.61,2267.29,2706.32,2437.61,2246.92,225.156,224.899,322.745,178.443,166.013,229.847,FALSE
AVL9,188.0765,172.189,174.3385,207.093,186.9595,171.765,238.2165,225.8135,256.1005,267.6945,235.5585,253.982,FALSE
NLRP8,703.684,932.679,710.53125,771.7652,703.06525,739.318,775.4345,645.23875,1048.9875,807.066,717.0365,1213.6055,FALSE
PTPRB,109.648,106.796,102.598,115.078,127.718,116.915,101.086,92.1935,96.6976,101.865,94.899,95.2675,FALSE
IL31,89.6559,89.7858,92.049,96.1965,94.4053,97.6585,89.5602,95.4144,90.5402,94.26,94.7284,98.896,FALSE
HSPA6,101.9735,108.643,110.5792,102.8785,105.027,100.09545,104.641,97.37,107.1686,102.225,112.745,100.2317,FALSE
DSC3,108.127,104.39855,104.2015,118.4125,108.366,110.587,227.238,225.2865,223.2825,250.0135,230.762,206.421,FALSE
KRT27,98.6704,95.6109,104.65,98.6878,97.5898,101.702,95.5889,97.2219,99.6432,98.469,100.175,94.9214,FALSE
ARHGEF2,3707.99,3487.83,3806.68,3159.57,2871.28,2392.31,2123.4,1915.93,1594.02,2280.1,2191.38,1807.25,TRUE
RGS13,101.1613,99.08565,100.34395,98.45845,94.34835,109.995,92.7423,98.66165,98.6375,102.57655,92.8771,107.1571,FALSE
ZBTB17,214.636,274.445,225.077,247.089,223.144,217.789,163.226,179.377,165.707,164.625,151.854,175.561,FALSE
MYRFL,103.452,114.33,108.326,99.4906,95.2538,94.713,101.976,102.777,97.2724,115.622,112.029,105.562,FALSE
ST18,93.0079,96.6956,91.2605,96.0771,88.9284,92.7137,92.9456,99.051,98.2912,90.7395,97.1478,88.4077,FALSE
SH3BP2,94.2963,96.5488,103.099,102.595,98.5241,104.947,136.792,114.924,117.579,155.931,151.906,155.097,FALSE
ATP1A2,94.4773,91.9315,92.0769,96.0925,102.529,95.6024,95.1019,100.106,98.5156,93.5106,96.1088,101.458,FALSE
OR51T1,100.675,116.568,103.566,122.911,104.251,113.161,104.281,107.93,105.829,100.633,104.751,113.834,FALSE
SLC2A14,104.189,107.461,109.553,100.564,105.248,111.202,102.471,101.559,102.142,112.725,104.5,100.121,FALSE
SSTR2,214.68,285.312,252.54,223.203,194.461,273.135,226.321,184.232,234.24,239.4,216.995,264.504,FALSE
PPP1R3G,95.8979,102.223,97.7525,99.2604,98.4985,100.529,103.919,88.5234,102.332,96.6131,89.7113,93.7441,FALSE
HSD17B3,103.434,99.6916,101.939,109.811,99.5486,97.1315,98.8038,103.693,97.4486,100.792,104.257,107.028,FALSE
PAX1,88.3874,102.997,103.212,99.3154,99.5163,93.136,104.578,92.0123,102.01,102.379,101.394,98.3905,FALSE
HAUS8,300.6075,294.22325,312.406,205.3525,222.87075,254.355,385.79925,479.768,399.9655,271.721,280.326,311.07175,FALSE
KLF4,367.1705,549.237,356.798,323.817,351.7945,336.4965,231.2555,269.962,236.704,186.5995,170.691,160.9915,FALSE
CACNA2D1,90.8962,101.958,96.5195,93.6986,98.4023,97.3229,98.5183,103.997,95.3968,106.549,92.5277,98.6475,FALSE
APLNR,97.5987,98.8548,93.602,93.6668,95.2653,95.3729,93.2886,95.7554,93.5218,92.0396,100.724,90.7264,FALSE
MMP2,125.483,103.066,98.7634,114.353,114.519,106.749,96.6131,98.4586,99.3898,98.6452,89.339,98.9368,FALSE
CD72,111.861,117.284,114.342,109.961,112.512,107.945,118.271,107.767,100.552,108.197,98.8101,105.156,FALSE
BPY2,93.2435,98.98035,107.36505,102.02815,97.12825,97.16895,97.0558,91.39435,85.59925,94.4233,100.68585,98.76515,FALSE
XCR1,99.57366667,100.8570333,100.7908667,97.73243333,100.3772,100.9209333,99.58196667,97.4072,102.8164667,100.0629333,100.0740667,93.6293,FALSE
TAB1,133.7644667,124.0820667,128.0235,114.3769333,120.6002333,130.8778333,124.1280667,122.6592667,120.345,114.0601667,114.64,109.4694,FALSE
GABRG2,97.8004,97.5266,96.45595,100.53,95.11715,101.15545,94.95275,97.1287,96.4394,97.08035,99.55345,91.8935,FALSE
AMY1A,551.9841,488.7956,759.6664333,741.3801,807.3977667,800.0157667,2810.958,2945.7883,4101.626167,2852.130267,3027.267,3789.093067,FALSE
ZNF649,154.17,144.395,151.917,161.085,170.059,174.398,196.645,167.017,197.524,176.378,177.725,177.008,FALSE
RBM39,415.6085,379.3165,474.6635,393.124,369.9015,332.199,519.9025,643.8605,469.0285,382.9095,439.8045,394.4525,FALSE
HIST1H1E,101.272,112.995,120.654,112.396,110.581,99.7672,115.555,108.396,111.041,103.775,99.602,97.932,FALSE
STAT1,874.3866667,687.8286667,829.7266667,1466.930333,1309.574667,1275.539333,981.0463333,954.1803333,1064.861333,1319.399333,1284.135667,1375.103333,TRUE
COL4A5,990.547,863.0035,964.1935,1955.362,1640.4205,1379.855,530.3105,474.9915,398.522,581.9385,496.441,478.073,FALSE
HOXC12,103.145,93.4871,93.5989,106.899,103.435,106.738,108.235,102.538,102.595,96.0742,101.65,92.0909,FALSE
KIF2B,96.8907,97.03935,98.51835,94.5583,96.33305,100.3016,96.2753,102.6203,100.66365,95.44315,93.7975,95.4099,FALSE
NOS2,111.3256667,101.0919667,105.7115,102.2054333,103.5353333,98.3606,106.887,94.40173333,102.7424333,99.2134,101.9278667,99.27486667,FALSE
RNASE8,92.9659,98.7406,98.0486,98.4554,89.5123,90.5169,100.461,105.727,102.9,100.156,94.3141,93.0592,FALSE
MAFB,459.034,284.054,373.508,445.191,345.89,418.229,164.581,176.934,199.768,411.719,381.299,495.973,FALSE
SLCO1C1,100.96895,92.497,91.6561,97.72955,100.95605,102.696,101.9375,98.0384,100.03215,94.90755,98.01935,96.68655,FALSE
STK31,96.4249,98.342525,96.751575,98.572225,96.444075,96.537275,101.102775,100.422825,97.813975,98.58545,97.78975,99.58595,FALSE
TIA1,437.2273333,449.156,516.1456667,454.9713333,417.9696667,444.5066667,781.995,720.0823333,913.6983333,765.657,735.147,797.3446667,TRUE
SPHAR,125.389,121.307,127.589,139.837,126.306,137.525,120.541,112.181,147.478,164.663,168.166,161.751,FALSE
PCDHGA9,105.7745,96.98965,102.65,101.16835,115.326,99.8059,105.738,98.81435,100.722,101.3985,98.6717,103.89195,FALSE
MPV17,455.701,461.262,471.008,660.684,585.333,509.385,327.613,322.363,325.923,398.745,374.729,396.86,FALSE
NEK10,101.86725,103.60805,101.8272,105.803425,105.675375,107.643,101.1974,109.177775,104.3355,100.732675,102.031225,100.104775,FALSE
CACNA1E,98.0781,92.6064,99.1489,92.5911,99.2959,88.2223,95.5353,103.097,91.9734,94.1382,93.1874,94.1832,FALSE
G6PC3,309.912,314.834,292.423,454.723,390.158,430.113,163.721,143.186,155.17,180.278,182.07,181.681,FALSE
RAPGEF4,104.568,99.5027,97.7956,98.8101,106.192,102.943,100.028,101.244,101.427,115.36,100.779,103.587,FALSE
BQ227432,112.497,101.271,107.614,104.781,109.867,112.891,102.075,105.929,100.732,95.752,99.1108,101.265,FALSE
SNAP25,196.643,231.8335,206.6155,171.929,154.3625,173.071,104.54455,100.3005,103.0895,102.113,96.5996,99.4518,FALSE
AKR1E2,100.674,95.989,105.747,100.937,104.253,98.7874,128.387,122.916,135.509,110.285,111.81,122.337,FALSE
PLAGL1,109.932,127.3025,129.6235,115.073,114.102,128.7955,103.18045,99.69725,109.2165,114.614,104.43765,109.33485,TRUE
PIP5KL1,99.6576,121.509,101.974,119.244,123.896,114.753,109.804,92.9076,102.166,106.963,112.702,89.6492,FALSE
PCDHB16,106.2103,103.4675,106.239,96.64425,99.6338,92.7912,103.2035,108.5815,97.00865,106.6275,100.952,101.33105,FALSE
CSF1R,98.3957,109.533,98.1991,99.458,102.978,100.101,129.353,141.165,136.064,164.546,170.572,143.39,TRUE
ODAM,97.7028,92.6767,98.3049,95.7641,92.3466,94.2103,87.7421,90.3406,94.1483,96.8058,91.4889,93.1874,FALSE
APOBEC1,108.959,100.234,102.274,100.483,102.934,92.8778,103.315,103.737,105.535,101.55,108.308,97.5429,FALSE
SLC8B1,236.885,194.675,209.661,302.488,271.92,261.526,238.214,253.713,253.425,369.66,291.367,296.206,FALSE
UROS,602.197,453.851,548.342,1051.87,1040.24,855.704,1369.71,1456.27,1404.61,1713.51,1614.06,1436.73,FALSE
INSM2,91.638,94.0689,98.1273,95.3518,90.0459,93.3105,91.978,92.6752,90.6305,96.7716,96.185,101.632,FALSE
FBXO9,123.732325,116.81955,119.935875,113.608375,111.999475,119.366525,132.345,145.531525,121.34545,135.36275,133.05025,134.08735,FALSE
CELA2A,91.713,106.53,90.3756,98.369,100.935,100.497,94.6815,112.366,105.707,92.7111,95.4659,100.913,FALSE
TCL1A,92.3088,96.6147,102.923,89.4682,100.675,93.4349,99.6872,87.3766,87.9765,94.1483,94.9576,98.1087,FALSE
LYZL6,102.85,106.907,108.777,109.995,109.159,117.735,111.121,99.6671,104.764,104.849,109.426,101.109,FALSE
NANOS1,107.6569,100.7372,95.04065,107.00045,107.43655,103.8115,108.71,105.19015,105.5175,113.441,111.6655,102.3015,FALSE
DLGAP4,174.3816667,204.3503333,155.8408,186.318,196.8723,211.2900333,127.6318,125.8411667,122.1214,151.1143333,149.4837667,149.2743333,FALSE
TMEM38A,111.495,106.315,101.024,108.89,108.144,105.735,171.754,140.604,201.748,196.136,194.461,219.766,FALSE
RBM4,239.4082,198.6572333,224.9434667,238.1176667,241.7849,217.0754333,326.3198667,345.0208667,282.04125,290.8710833,305.6016667,260.9104,FALSE
NFE2,104.476,96.8524,102.492,157.99,136.579,130.653,108.591,94.7045,104.995,122.933,128.766,139.83,FALSE
TNNI2,96.4067,95.8709,101.27,103.306,95.7397,96.76,98.7614,93.6433,92.0575,97.8409,100.728,100.8,FALSE
OR52A1,95.0901,95.8874,97.7265,95.955,91.2894,93.0651,89.774,103.075,93.9016,95.5924,90.6805,100.027,FALSE
FAM151A,102.8085,105.15435,99.6916,96.2663,106.712,103.782,97.8765,96.6173,97.916,102.29,102.976,91.7765,FALSE
DBF4,123.548,128.53,118.082,119.013,121.995,122.937,117.991,122.385,112.804,105.105,121.113,120.075,FALSE
KIR2DL1,101.892,101.99385,106.309,101.21015,104.187,99.98075,96.845,105.8165,100.6397,105.7135,95.9838,91.24925,FALSE
NHEJ1,107.023,95.1489,99.0774,100.697,105.002,105.821,108.607,100.254,101.042,108.806,112.97,98.1406,FALSE
MFSD14A,336.866,339.997,323.5555,395.187,368.894,316.49,399.505,421.817,508.022,455.3905,402.3455,471.338,FALSE
AGK,751.745,783.831,720.853,838.043,1028.41,757.874,386.906,394.699,369.957,353.703,424.244,413.986,FALSE
KIR2DS2,98.9156,99.6888,106.793,96.9287,97.0253,96.4588,108.529,100.781,101.612,95.1737,95.1407,95.4299,FALSE
IL9R,93.5623,95.8374,91.5607,101.938,99.2204,103.584,101.071,96.5625,98.1362,98.9,90.3524,104.614,FALSE
DNASE1L3,99.7978,98.2049,97.096,94.081,100.439,100.234,94.9043,96.4378,97.0209,95.2006,90.6996,96.0375,TRUE
GINS1,126.115,100.42,102.174,116.152,112.599,117.718,104.623,95.0518,134.962,120.137,110.462,123.397,FALSE
SEPP1,99.9895,99.2146,102.7454,100.88365,97.62295,95.2526,114.2495,101.61745,114.1605,178.6881,165.25235,161.4048,FALSE
KRT16,99.00355,99.23665,98.49065,99.54645,100.5376,98.06775,272.662,330.4125,394.5455,652.3955,683.6315,807.319,FALSE
TSPY4,102.979,96.7522,99.0022,103.686,92.5106,103.963,99.8956,95.0798,103.604,101.547,99.4231,99.1162,FALSE
S100A14,144.174,143.26,150.803,156.045,150.042,144.101,518.289,474.84,368.744,665.438,695.294,722.49,TRUE
SOGA1,191.9004667,209.685,196.8604333,177.3406,184.4049667,197.5188333,148.0375333,151.893,141.6106667,157.7418,149.3426667,140.1252667,FALSE
CPEB4,315.506,271.68,207.806,246.463,244.208,195.294,296.883,326.238,235.339,287.98,287.782,272.439,TRUE
DPF3,100.749,109.208,102.2896,101.01135,103.6485,97.9428,99.6936,99.7315,113.26945,96.8146,104.2405,96.3771,FALSE
RDH16,99.3888,102.605,96.665,95.1318,93.2507,94.2716,106.478,102.851,111.001,101.543,98.3323,98.788,FALSE
SPESP1,99.23025,101.8333,94.30365,98.43545,95.4823,97.9318,91.0812,98.02605,102.91295,99.0395,103.4515,101.4622,FALSE
FUBP3,1021.04,1104.23,995.343,883.858,1057.52,1000.41,1310.75,1352.69,1105.45,1124.97,1151.06,753.085,FALSE
CACNG5,112.605,93.7562,87.9274,95.4071,102.724,102.068,98.1696,100.068,103.656,105.212,96.2745,98.5129,FALSE
MAP1S,175.014,196.065,181.241,215.327,212.953,239.33,345.595,335.899,341.814,289.816,321.688,306.345,TRUE
INSRR,105.804,123.73,114.779,105.683,102.257,107.302,104.418,102.926,98.8927,104.197,112.754,104.93,FALSE
GNPTAB,200.4925,193.0561,176.473,213.357,248.5725,253.3145,184.0215,167.3106,181.827,218.509,178.6715,182.749,FALSE
TRIM11,249.414,299.949,292.672,222.31,230.145,207.619,379.077,500.276,413.654,300.096,360.885,326.238,FALSE
CLDN18,99.919975,98.81215,99.395825,102.4686,102.25825,101.716225,98.4792,105.48025,97.7684,101.322025,101.379275,102.649025,FALSE
OR4A16,105.812,103.113,110.772,103.839,102.91,99.3359,98.2069,110.312,106.118,102.997,95.3156,91.7083,FALSE
CAPN11,103.022,108.176,104.016,94.0154,98.3705,104.702,104.373,96.4419,108.174,99.8864,108.466,99.9758,FALSE
KAZN,118.13245,112.65935,120.4142833,115.2700333,108.5991,114.4015333,114.1067667,113.0355167,111.7867333,121.9382333,124.37675,124.9161167,FALSE
FCHO2,258.07,289.52,291.334,260.938,272.723,253.249,253.039,273.493,286.399,235.074,272.765,247.739,FALSE
TTC30B,136.913,124.582,116.134,150.089,157.469,139.344,119.682,105.618,139.42,135.83,145.72,131.794,FALSE
C1QA,102.557,106.367,100.716,117.06,109.643,99.4197,103.008,113.574,117.916,120.739,111.745,107,FALSE
ACADS,102.932,101.514,102.103,107.58,115.482,108.674,109.279,101.353,104.23,116.182,116.499,110.15,FALSE
BACE1,134.8275,119.786,118.271,158.967,155.8585,160.831,146.574,122.6185,136.4645,172.505,184.991,152.447,FALSE
OTUD4,113.75045,113.43795,106.89395,101.4414,102.182,108.8455,105.49,102.63875,112.727,109.76345,104.72125,103.2425,FALSE
TRAF1,123.982,128.0155,113.355,124.472,114.988,122.4525,107.172,100.392,106.732,112.539,116.51,101.9361,TRUE
CATIP,95.4677,96.2833,105.064,96.8127,93.2729,96.7561,98.4546,107.741,104.915,103.427,104.773,99.9641,FALSE
SEMA5B,101.777,103.098,92.1906,116.145,103.907,111.11,100.663,97.654,98.2104,85.5968,90.7435,91.9028,FALSE
GCLM,538.9735,676.5545,562.94,713.2435,788.912,713.243,885.683,831.344,706.9925,1176.062,1067.7565,1011.923,TRUE
ARL10,104.929,102.95,102.895,109.346,108.638,109.187,89.5048,95.11,113.73,96.8519,97.9671,98.74,FALSE
EGFL8,93.7111,93.1185,97.6988,89.9786,91.4555,92.2595,95.0444,98.7629,95.7988,102.053,94.2177,92.5794,FALSE
SPRTN,242.522,232.399,268.9496667,212.267,227.7276667,208.4806667,235.0623333,243.674,230.1566667,213.8103333,221.083,191.1553333,FALSE
HUWE1,129.405,165.435,139.666,147.134,158.221,160.791,142.172,143.368,142.88,147.412,156.458,140.816,FALSE
MRPL30,410.265,467.657,426.604,294.232,313.751,288.5925,503.422,502.85,583.215,426.837,421.5265,435.022,FALSE
TMEM9B,1344.31,1127.03,1040.24,1084.37,1117.25,1047.28,648.53,736.753,650.11,713.173,679.553,711.867,FALSE
TBX20,101.2905,103.3355,93.61325,97.7148,96.0599,102.04075,97.3615,100.335,99.6638,97.81695,98.7512,97.8465,FALSE
ZBED4,285.702,327.881,264.183,223.835,244.929,267.983,285.839,289.615,303.69,340.206,378.055,375.113,FALSE
SESN3,111.345,100.077,99.7755,122.884,114.286,119.612,126.146,109.807,127.416,149.635,123.931,137.454,FALSE
DONSON,648.557,577.8065,513.088,485.348,518.0385,574.155,1155.033,1238.3895,979.7355,913.3565,947.0765,913.236,FALSE
SNX17,784.088,905.763,892.375,857.234,800.968,685.894,607.547,677.223,687.674,626.343,576.88,703.248,FALSE
CLIP3,487.11,432.035,475.665,1197.82,997.122,832.768,210.145,169.864,155.134,170.589,170.492,133.617,TRUE
FBXO43,115.7235,119.8345,119.028,116.8695,111.765,110.1055,106.9716,114.818,108.637,101.0793,108.8185,102.22155,FALSE
PRSS8,119.405,111.764,99.7846,125.431,117.562,109.753,1396.28,1509.67,1177.55,1607.64,1487.53,1066.91,FALSE
MAGEA9,106.013,94.4598,97.9259,97.5375,99.0448,107.471,99.2674,94.3671,98.1962,94.0219,102.518,99.8267,FALSE
ERLEC1,657.86,694.673,576.88,762.851,889.965,856.039,741.933,720.44,741.026,965.441,895.861,702.689,FALSE
DCPS,257.404,240.424,270.291,210.403,228.179,272.126,212.587,237.972,193.314,247.849,247.207,230.752,FALSE
ALG14,167.116,165.0975,168.016,201.65,224.1125,236.151,192.3955,213.92,201.016,255.4185,272.3665,279.632,FALSE
POMT1,290.3283333,290.5,308.5034667,344.3328333,334.1973333,334.8503333,169.428,166.653,157.203,166.891,161.3713333,153.267,FALSE
ATE1,117.3175,112.0775,117.54675,108.585725,108.96355,108.99175,115.852,115.572,125.58425,114.24975,119.68875,124.700225,FALSE
ZNF132,98.3528,93.2633,97.0325,118.118,95.7079,112.521,107.989,99.6787,102.325,102.946,102.58,96.8308,FALSE
ZRANB2,1742.3465,1593.3165,1702.5025,1829.1565,1830.37,1745.548,2383.206,2131.279,2423.556,2481.6925,2012.91,2191.631,FALSE
DACH2,98.5656,101.286,100.24,98.5982,99.4612,102.508,102.019,98.3037,93.5098,95.4746,94.8303,96.5247,FALSE
SRPRA,312.206,258.909,283.984,227.568,215.215,286.579,439.342,489.57,396.398,327.475,338.281,322.478,FALSE
ADGRF4,77.8985,92.4054,87.7476,94.2399,96.2298,102.436,103.984,94.0382,103.606,111.075,100.885,113.537,FALSE
CNNM2,115.3035333,109.5843333,109.7686667,107.5296667,114.0436667,113.1363333,101.5081667,105.1472333,103.6857667,97.77973333,104.3580333,99.59766667,FALSE
PASD1,101.507,100.848,96.2871,95.5038,99.3272,106.088,98.1236,94.1601,90.4498,95.4449,90.0556,102.94,FALSE
SLC25A41,99.9411,93.4216,107.505,112.077,97.2629,94.9629,97.6102,89.8683,94.8735,101.25,93.6632,118.924,FALSE
ERP27,98.2305,96.5696,91.566,103.315,97.443,100.549,806.82,746.946,693.161,1246.76,1051.26,948.868,FALSE
CLCA4,93.1665,110.059,91.1388,101.593,100.605,93.3202,103.382,104.922,96.0216,101.745,98.5459,103.146,FALSE
NAGA,137.436,140.58,142.254,161.283,150.645,143.548,110.7,109.965,109.367,131.288,115.326,121.619,FALSE
PPM1M,235.534,215.761,252.616,400.257,334.958,288.823,165.545,159.344,158.064,192.262,188.894,177.5,FALSE
LARP7,712.366,700.803,663.69,695.533,640.63,681.0605,588.464,562.47,653.485,662.5815,706.926,737.477,FALSE
